Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
26256674,"Worth the Trouble (St. James, #2)",Jamie Beck,"Beck, Jamie",,"=""""","=""""",0,4.18,Montlake Romance,Kindle Edition,322,2016,2016,2018/06/12,2018/06/03,,,read,,,,1,,,0,,,,,
38917232,Calypso,David Sedaris,"Sedaris, David",,"=""""","=""""",5,4.18,"Little, Brown and Company",Kindle Edition,272,2018,2018,2018/06/06,2018/05/27,audiobook,audiobook (#95),read,,,,1,,,0,,,,,
29433742,Murder on the Orient Express,Agatha Christie,"Christie, Agatha",Dan Stevens,"=""""","=""""",3,4.16,HarperAudio,Audible Audio,,2013,1934,2018/06/01,2018/05/23,audiobook,audiobook (#94),read,,,,1,,,0,,,,,
23746680,"Worth the Wait (St. James, #1)",Jamie Beck,"Beck, Jamie",,"=""""","=""""",4,4.02,Montlake Romance,Kindle Edition,304,2015,2015,2018/06/01,2018/05/30,,,read,,,,1,,,0,,,,,
29358559,Upstream: Selected Essays,Mary Oliver,"Oliver, Mary",,"=""1594206708""","=""9781594206702""",0,4.22,Penguin Press,Hardcover,178,2016,2016,,2018/05/31,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
34101725,God: A Human History,Reza Aslan,"Aslan, Reza",,"=""""","=""""",0,3.98,Random House,Kindle Edition,321,2017,2017,,2018/05/31,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
36076501,The Girl Who Smiled Beads: A Story of War and What Comes After,Clemantine Wamariya,"Wamariya, Clemantine",Elizabeth Weil,"=""0385687001""","=""9780385687003""",0,4.20,Doubleday Canada,Hardcover,275,2018,2018,,2018/05/31,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
8537327,Inside Out & Back Again,Thanhha Lai,"Lai, Thanhha",,"=""0061962783""","=""9780061962783""",0,4.11,HarperCollins,Hardcover,262,2011,2011,,2018/05/29,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
36476537,Campaign Widows,Aimee Agresti,"Agresti, Aimee",,"=""152580426X""","=""9781525804267""",0,3.50,Graydon House,Paperback,384,2018,2018,,2018/05/27,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
50144,Kitchen,Banana Yoshimoto,"Yoshimoto, Banana",Megan Backus,"=""0802142443""","=""9780802142443""",2,3.85,Grove Press,Paperback,152,2006,1988,2018/05/21,2018/05/16,,,read,"2 stars for Kitchen, 3 stars for Moonlight Shadow. ",,,1,,,0,,,,,
38395897,The Great Alone,Kristin Hannah,"Hannah, Kristin",Julia Whelan,"=""""","=""""",4,4.32,Macmillan Audio,Audible Audio,,2018,2018,2018/05/21,2018/05/16,audiobook,audiobook (#93),read,,,,1,,,0,,,,,
26360630,All the Single Ladies: Unmarried Women and the Rise of an Independent Nation,Rebecca Traister,"Traister, Rebecca",,"=""""","=""""",0,4.05,Simon & Schuster,Kindle Edition,352,2016,2016,,2018/05/21,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",0,3.90,Harper Perennial Modern Classics,Paperback,219,2006,1937,,2018/05/21,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
12766965,Rules of Civility,Amor Towles,"Towles, Amor",Rebecca Lowman,"=""0307934527""","=""9780307934529""",4,4.03,Books on Tape,Audio CD,12,2011,2011,2018/05/14,2018/02/27,audiobook,audiobook (#92),read,,,,1,,,0,,,,,
22875451,The Royal We,Heather Cocks,"Cocks, Heather",Jessica  Morgan,"=""1455557102""","=""9781455557103""",0,3.80,Grand Central Publishing,Hardcover,454,2015,2015,,2018/05/07,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
33590210,An American Marriage,Tayari Jones,"Jones, Tayari",,"=""1616201347""","=""9781616201340""",0,3.97,Algonquin Books,Hardcover,308,2018,2018,,2018/05/07,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
37901482,The Wife Between Us,Greer Hendricks,"Hendricks, Greer","Sarah Pekkanen, Julia Whelan","=""""","=""9781427293046""",3,3.83,Macmillan Audio,Audiobook,12,2018,2018,2018/05/07,2018/04/30,audiobook,audiobook (#91),read,3.5 stars,,,1,,,0,,,,,
36044287,The Dirty Book Club,Lisi Harrison,"Harrison, Lisi",,"=""""","=""""",3,3.51,Gallery,Hardcover,320,2017,2017,2018/04/30,2018/04/27,audiobook,audiobook (#90),read,,,,1,,,0,,,,,
33566868,Love and Other Consolation Prizes,Jamie Ford,"Ford, Jamie",,"=""0525492585""","=""9780525492580""",3,3.92,Books on Tape,Audio CD,12,2017,2017,2018/04/24,2018/04/17,audiobook,audiobook (#89),read,,,,1,,,0,,,,,
36293894,Sourdough,Robin Sloan,"Sloan, Robin",Thérèse Plummer,"=""""","=""9781427289292""",0,3.76,Macmillan Audio ,Audiobook,6,2017,2017,,2018/04/17,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
36903495,Flat Broke with Two Goats: A Memoir,Jennifer McGaha,"McGaha, Jennifer",,"=""1541455916""","=""9781541455917""",4,3.24,Tantor Audio,Audio CD,,2018,2018,2018/04/09,2018/04/04,audiobook,audiobook (#88),read,,,,1,,,0,,,,,
3407877,The Forgotten Garden,Kate Morton,"Morton, Kate",,"=""0330449605""","=""9780330449601""",0,4.14,Pan Books,Paperback,648,2008,2008,,2018/04/04,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
22713688,The Good Girl,Mary Kubica,"Kubica, Mary","Lindy Nettleton, Johnny Heller, Tom Taylorson, Andi Arndt","=""""","=""9781483018959""",3,3.81,Blackstone Audio,Audiobook,,2014,2014,2018/04/03,2018/03/28,audiobook,audiobook (#87),read,,,,2,,,0,,,,,
16109627,And Then There Were None,Agatha Christie,"Christie, Agatha",Dan Stevens,"=""""","=""""",4,4.25,Harper Audio,Audiobook,7,2012,1939,2018/03/28,2018/03/28,audiobook,audiobook (#86),read,,,,1,,,0,,,,,
32075853,Erotic Stories for Punjabi Widows,Balli Kaur Jaswal,"Jaswal, Balli Kaur",,"=""0062645129""","=""9780062645128""",4,3.90,William Morrow,Hardcover,304,2017,2017,2018/03/22,2018/03/15,audiobook,audiobook (#85),read,,,,1,,,0,,,,,
38630767,Educated,Tara Westover,"Westover, Tara",Julia Whelan,"=""""","=""""",5,4.48,Random House Audio,Audible Audio,13,2018,2018,2018/03/11,2018/02/28,audiobook,audiobook (#84),read,,,,1,,,0,,,,,
33607640,The Address,Fiona  Davis,"Davis, Fiona",,"=""152474199X""","=""9781524741990""",4,3.89,Dutton Books,Hardcover,354,2017,2017,2018/03/11,2018/03/07,,,read,,,,1,,,0,,,,,
30231806,"Goodbye, Things: The New Japanese Minimalism",Fumio Sasaki,"Sasaki, Fumio",Eriko Sugita,"=""0393609030""","=""9780393609035""",2,3.80,W. W. Norton  Company,Hardcover,288,2017,2015,2018/03/15,2018/03/15,,,read,,,,1,,,0,,,,,
35708379,The Anti-Procrastination Habit: A Simple Guide to Mastering Difficult Tasks,S.J. Scott,"Scott, S.J.",,"=""""","=""""",0,3.72,Oldtown Publishing LLC,Kindle Edition,158,2017,2017,,2018/03/04,,,read,,,,1,,,0,,,,,
32938155,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,"Sandberg, Sheryl",Adam M. Grant,"=""0753548283""","=""9780753548288""",3,3.87,WH Allen,Paperback,240,2017,2017,2018/02/27,2018/02/24,audiobook,audiobook (#83),read,,,,1,,,0,,,,,
34954957,The Sunshine Sisters,Jane Green,"Green, Jane",,"=""1509445048""","=""9781509445042""",4,3.72,Penguin Audiobooks,Audiobook,,2017,2017,2018/02/24,2018/02/11,audiobook,audiobook (#82),read,,,,1,,,0,,,,,
10808486,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""""","=""""",3,4.00," Farrar, Straus and Giroux",Kindle Edition,228,2010,1962,2018/02/24,2018/02/24,,,read,,,,1,,,0,,,,,
33792738,A Gentleman in Moscow,Amor Towles,"Towles, Amor",Nicholas Guy Smith,"=""""","=""""",5,4.36,Penguin Audio,Audiobook,,2016,2016,2018/02/07,2017/09/25,audiobook,audiobook (#81),read,,,,1,,,0,,,,,
20567918,"Mini Habits: Smaller Habits, Bigger Results (Mini Habits, #1)",Stephen Guise,"Guise, Stephen",,"=""1494882272""","=""9781494882273""",0,4.06,Createspace Independent Publishing Platform,Paperback,127,2014,2013,,2018/01/28,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
25894012,Some Women,Emily Liebert,"Liebert, Emily",,"=""0451471881""","=""9780451471888""",0,3.64,NAL,Paperback,303,2016,2016,,2018/01/27,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0735224293""","=""9780735224292""",3,4.12,Penguin Press,Hardcover,338,2017,2017,2018/01/09,2017/12/01,,,read,,,,1,,,0,,,,,
34334925,"Joyfully His: A Novella (Sterling Canyon, #3.5)",Jamie Beck,"Beck, Jamie",,"=""""","=""""",3,4.10,Montlake Romance,Kindle Edition,116,2017,2017,2018/01/09,2017/09/22,,,read,,,,1,,,0,,,,,
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",5,4.03,Knopf,Hardcover,336,2014,2014,2015/06/03,2015/06/17,,,read,,,,1,,,0,,,,,
34879265,The Little Book of Lykke: The Danish Search for the World's Happiest People,Meik Wiking,"Wiking, Meik",,"=""0241302013""","=""9780241302019""",3,4.02,Penguin Life,Hardcover,288,2017,2017,2018/01/07,2018/01/03,,,read,,,,1,,,0,,,,,
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",Анастасія Дудченко,"=""159420571X""","=""9781594205712""",4,3.85,Penguin Press,Hardcover,292,2014,2014,2017/12/23,2017/12/03,,,read,"This is a book about the complexity of family dynamics.   It shows the power each member's expectations and anxieties can have on other members of the family unit, whether intentional or unintentional. I enjoyed viewing the story from each character's perspective and could empathize with all of them. I look forward to reading more by Celeste Ng. ",,,1,,,0,,,,,
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""""","=""""",4,4.27,Simon & Schuster,Kindle Edition,432,2017,2016,2017/12/28,2017/07/13,audiobook,audiobook (#79),read,"It is hard to write a review for this book. It is difficult to say I enjoyed a book on such a serious topic, especially since I wasn't expecting it when I began reading. However, what I can say is that Backman is an amazing writer. There is a large cast of characters, all of whom are written with such detail that you feel like you know them personally. Although this book focuses entirely on Beartown, a small town in Sweden (?), it could be any town in any part of America.  It raises important questions about what it means to be a part of a community, in this case, a community that revolves around hockey. ",,,1,,,0,,,,,
34043643,The Last Mrs. Parrish,Liv Constantine,"Constantine, Liv",,"=""0062688162""","=""9780062688163""",4,3.88,HarperLuxe,Paperback,560,2017,2017,2017/12/14,2017/12/07,audiobook,audiobook (#78),read,"This book kept me hooked from start to finish.  As a Fairfield county resident, the setting of Bishops Harbor, it was fascinating to get an inside view into the extremely rich (albeit it fictional). The chapters narrated by Daphne in Part 2 especially kept me on the edge of my seat. Although I was able to predict some of the twists in advance, there were enough surprises that I thoroughly enjoyed listening to this book. I really appreciated how the plot jumped several months at several different places which sped up the story, especially given that the book was already pretty long.",,,1,,,0,,,,,
1472878,"Firefly Lane (Firefly Lane, #1)",Kristin Hannah,"Hannah, Kristin",,"=""0312364083""","=""9780312364083""",4,4.07,St. Martin's Press,Hardcover,479,2008,2008,2017/06/19,2017/06/13,,,read,,,,1,,,0,,,,,
1799118,The Power of Myth,Joseph Campbell,"Campbell, Joseph",,"=""1565115104""","=""9781565115101""",5,4.30,HighBridge Company,audio cd,,2001,1988,2017/12/14,2017/11/30,audiobook,audiobook (#77),read,"I read this book in high school and it had a profound effect on me.  I even have a quote hanging in my room by Joseph Campbell about following your bliss. I hadn't quite realized how many of his ideas had seeped into my way of thinking until listening to it recently, some 14 years later. This time around, I finished the book with more questions than answers and many areas where I felt like I didn't quite get Campbell's point, which I believe is his goal. Because of this, I look forward to revisiting this again at some point in the future.",,,1,,,0,,,,,
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","Martin Hammond, Albert Wittstock, Diskin Clay","=""0140449337""","=""9780140449334""",0,4.23,Penguin Books,Paperback,303,2006,180,,2017/11/30,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
22544764,Uprooted,Naomi Novik,"Novik, Naomi",,"=""0804179034""","=""9780804179034""",3,4.10,Del Rey,Hardcover,435,2015,2015,2017/11/30,2017/11/27,,,read,"I have very mixed feelings about this book.  Novik did an amazing job of writing the Wood as the antagonist.  The fear and creepiness of the Wood was very believable. There were also lots of questions that were left open regarding Agnieszka's magical capabilities and more generally about the magical world they lived in.  A desire to understand both the magic and the Wood made me want to keep reading.  On the other hand, after finishing the book, I still had lots of unanswered questions about both which frustrated me.  I also though the book dragged at some points and was a bit too long.  <spoiler> Lastly, the romantic relationship between Agnieszka and the Dragon wasn't well developed.  Either it should have been removed altogether or better integrated throughout the novel. </spoiler>",,,1,,,0,,,,,
13536832,Brave New World,Aldous Huxley,"Huxley, Aldous",Michael York,"=""""","=""""",4,3.98,AudioGo,Audible Audio,8,2008,1932,2017/11/27,2017/11/16,audiobook,audiobook (#76),read,"I first read this book in high school and have since listed it as one of my favorites. This book introduced me to my favorite genre: dystopian fiction. After re-reading it recently, I'm not sure I'd still list it as a favorite; there are many others I preferred such as [b:Oryx and Crake|46756|Oryx and Crake (MaddAddam, #1)|Margaret Atwood|https://images.gr-assets.com/books/1494109986s/46756.jpg|3143431] and [b:Station Eleven|20170404|Station Eleven|Emily St. John Mandel|https://images.gr-assets.com/books/1451446835s/20170404.jpg|28098716].  I still enjoyed this re-read and will always be grateful that it exposed me to this type of literature.",,,1,,,0,,,,,
27281500,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""""","=""""",4,3.91,Penguin Audio,Audible Audio,5,2015,2015,2017/11/30,2017/11/27,,,read,"I really enjoyed this book, although I must say, I didn't buy into ALL of Elizabeth Gilbert's magical thinking. Some of the take away points for me were: 1) Being creative is inherent to being human; human beings were creating long before even agriculture/farming began. Creating is an important part of living a fulfilled life. 2) You should focus on the process, not necessarily the product. It doesn't matter how good you are if it brings you joy (to drag [a:Marie Kondō|5589647|Marie Kondō|https://images.gr-assets.com/authors/1451520607p2/5589647.jpg] into this). 3) Done is better than good.  As a perfectionist, this one really struck home for me! 4) You shouldn't rely on your creative endeavors to support you financially.  This very rarely happens and can end up destroying your urge to create. 5) Follow your curiosity; not all great ideas are ""inspired"" but rather come from continuous movement forward. She gives an example about how her interest in gardening led many years later to [b:The Signature of All Things|17465453|The Signature of All Things|Elizabeth Gilbert|https://images.gr-assets.com/books/1505847511s/17465453.jpg|21889418]. 6) She talks about the idea of movement vs. inertia. When facing a creative roadblock, its better to keep moving forward, even if on something totally unrelated rather than doing nothing until your creativity comes back.",,,1,,,0,,,,,
30045683,The Little Book of Hygge: The Danish Way to Live Well,Meik Wiking,"Wiking, Meik",,"=""0241283914""","=""9780241283912""",0,3.73,Penguin Life,Hardcover,288,2016,2016,,2017/11/27,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
24359966,The Year of Living Danishly: Uncovering the Secrets of the World's Happiest Country,Helen Russell,"Russell, Helen",,"=""""","=""""",0,3.95,Icon Books Ltd,Kindle Edition,389,2015,2015,,2017/11/27,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
32051912,The Alice Network,Kate Quinn,"Quinn, Kate",,"=""0062654195""","=""9780062654199""",0,4.26,William Morrow Paperbacks,Paperback,532,2017,2017,,2017/11/21,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
33607441,Mrs. Fletcher,Tom Perrotta,"Perrotta, Tom",,"=""1508232830""","=""9781508232834""",3,3.35,Simon  Schuster Audio,Audiobook,,2017,2017,2017/11/16,2017/11/06,audiobook,audiobook (#75),read,"This was one weird book; not at all what I was expecting.  It seemed like the author was trying to check every box related to sexuality: gay, straight, bi, trans, asexual, etc. The book also touches on sexual assault and pornography.  It just seemed like too many topics to do any of them appropriate justice.  Given all of this, the ending surprised me.  <spoiler> Eve's marriage to an ""appropriately"" aged man made me wonder what kind of message the author was sending - was a ""normal"" relationship required in order to be happily ever after? </spoiler>  2.5 stars, would not recommend to a friend.",,,1,,,0,,,,,
31130744,"Unexpectedly Hers (Sterling Canyon, #3)",Jamie Beck,"Beck, Jamie",,"=""""","=""""",3,4.21,Montlake Romance,Kindle Edition,282,2017,,2017/11/10,2017/10/22,,,read,"3.5 stars - After really enjoying Sterling Canyon book #2 (Trip and Kelsey), I knew my expectations were probably set too high for this book.  I didn't quite feel as connected to Emma and Wyatt.  Because of this, I wasn't as invested in their relationship or in a rush to finish the book. That being said, it was still a great read for a casual, lazy weekend and I don't regret reading it.",,,1,,,0,,,,,
34181454,What Happened,Hillary Rodham Clinton,"Clinton, Hillary Rodham",,"=""""","=""""",4,3.97,Simon & Schuster Audio,Audiobook,,2017,2017,2017/11/06,2017/10/26,audiobook,audiobook (#74),read,"I had mixed feelings going into this, but overall I think HRC had several interesting points to make and I enjoyed the listen.  The first point she made was regarding the media coverage of DJT, which even though mostly negative, far exceeded coverage of her.  This is an example of ""any publicity is good publicity."" The other interesting point is that the media spent 3 times as much time covering her email scandal than any of her policies combined.  The most interesting point came at the end of the book when she discusses how Americans are now less involved in churches, community organizations, teams, etc.  Because of this, they no longer feel like they are a part of something bigger and are dissatisfied with their circumstances, leaving room for people like DJT to fill the gap. I've heard about this phenomenon before (most recently in Johnathan Haidt's The Righteous Mind).  Figuring out how to reconnect people with each other is probably one of the most important tasks we face going forward as a society.  Social media/cell phones/technology is not the answer.  Lastly, HRC spent considerable time talking about her relationships with her mother, daughter, and grandchildren. Because of this, I felt much more connected to her while reading this book than I ever did while she was a candidate. Where was this side of her on the campaign trail? Maybe it was there but overshadowed by all of the email and DJT coverage? ",,,1,,,0,,,,,
25546710,The Hundred Lies of Lizzie Lovett,Chelsea Sedoti,"Sedoti, Chelsea",,"=""""","=""""",3,3.18,Sourcebooks,,398,2017,2017,2017/10/26,2017/10/21,audiobook,audiobook (#73),read,"I have really mixed feelings about this book.  Based on the description, I expected this book to be a detective type story, which it mostly definitely was not.  This is really a coming of age story for Hawthorn, a high school senior, sparked by the death of Lizzie Lovett, a girl a few years older who seemed to have the perfect life.  I found Hawthorn to be quite immature and bizarre for her age and didn't find some of her actions very realistic<spoiler> (like hanging out with Lizzie's much older bf who was the last person with her before she disappeared)</spoiler>.  I kept going, and slowly but surely, the book (and Thorny) grew on me. In the end, I neither loved or hated the book; it was just fine.  Hawthorn does grow throughout the book and ultimately comes to some important realizations about life by the end.  ",,,1,,,0,,,,,
24579792,The Library at Mount Char,Scott  Hawkins,"Hawkins, Scott",,"=""""","=""""",0,4.09,Crown,Kindle Edition,390,2015,2015,,2017/10/21,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
26543921,Why Not Me?,Mindy Kaling,"Kaling, Mindy","Greg Daniels, B.J. Novak","=""0553551779""","=""9780553551778""",4,3.90,Penguin Random House Audio Publishing Group,Audiobook,4,2015,2015,2017/10/17,2017/10/12,audiobook,audiobook (#70),read,"(3.5 stars) I haven't read Mindy Kaling's first book, so I'm not sure how much overlap there is between the two. Given that, I really enjoyed the majority of this book.  I appreciated her perspective as a successful actress/writer in Hollywood who doesn't look like everyone else.  As a huge fan of The Office, I appreciated the insider stories she shared from the show.  Her honesty in the chapter on her relationship with BJ Novak was particularly moving.  As for negatives, I found a few parts to be unnecessary, including the descriptions of current TV pilots and the email exchange in her fictitious life as a HS Latin teacher.  Listening to this book knowing that she is now pregnant (with no mention of the father of the baby) makes me hopeful that she will write another book on this new chapter of her life.",,,1,,,0,,,,,
28441063,"Secretly Hers (Sterling Canyon, #2)",Jamie Beck,"Beck, Jamie",,"=""""","=""""",4,4.28,Montlake Romance,Kindle Edition,271,2016,,2017/10/14,2017/10/11,,,read,"This is the 3rd Jamie Beck book that I have read so far. Thanks to Trip, this has been my favorite!  I enjoyed this book much more than Accidentally Hers, probably because Trip and Kelsey's story wasn't as dramatic as Avery and Grey's.  The nature of their agreement also made this book steamy almost from the beginning. As a 31 year old looking for my own prince charming, I could very much identify with Kelsey's longing for a husband and a family. I am also glad that both characters stayed true to themselves, making their HEA more believable. On to book 3 in the series... ",,,1,,,0,,,,,
22567427,The Girl With All the Gifts,M.R. Carey,"Carey, M.R.",Finty Williams,"=""""","=""""",5,3.94,Hachette Audio ,Audiobook,12,2014,2014,2017/07/01,2017/07/01,audiobook,audiobook (#72),read,,,,1,,,0,,,,,
13414599,"Happier at Home: Kiss More, Jump More, Abandon a Project, Read Samuel Johnson, and My Other Experiments in the Practice of Everyday Life",Gretchen Rubin,"Rubin, Gretchen",Käthe Mazur,"=""0449014398""","=""9780449014394""",3,3.52,Random House Audio,Audiobook,10,2012,2012,2017/07/24,2017/07/24,audiobook,audiobook (#71),read,,,,1,,,0,,,,,
527479,Snow Flower and the Secret Fan,Lisa See,"See, Lisa",Jodi Long,"=""0739319817""","=""9780739319819""",4,4.07,Random House Audio,Audio CD,0,2005,2005,2017/10/12,2017/10/04,audiobook,audiobook (#69),read,"This is the story of a friendship between two Chinese girls over the course of their lifetimes.  The love the two girls share for each other is stronger than the love they have for their parents, husbands, and even their children.  The relationship was multi-faceted and felt very authentic; the author did a great job of capturing its complexity.  I especially found the details on life as a woman in China during this time period fascinating (and heart-wrenching). ",,,1,,,0,,,,,
30653710,A Certain Age,Beatriz Williams,"Williams, Beatriz",,"=""0062404962""","=""9780062404961""",0,3.65,William Morrow Paperbacks,Paperback,352,2017,2016,,2017/10/11,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
32148570,Before We Were Yours,Lisa Wingate,"Wingate, Lisa",,"=""0425284689""","=""9780425284681""",4,4.37,Ballantine Books,Hardcover,342,2017,2017,2017/10/04,2017/10/03,,,read,,,,1,,,0,,,,,
29864343,"Rich People Problems (Crazy Rich Asians, #3)",Kevin Kwan,"Kwan, Kevin",,"=""0385542232""","=""9780385542234""",4,3.95,Doubleday,Hardcover,398,2017,2017,2017/09/30,2017/09/20,audiobook,audiobook (#68),read,,,,1,,,0,,,,,
25150798,The Tea Girl of Hummingbird Lane,Lisa See,"See, Lisa",,"=""""","=""""",5,4.24,Scribner ,Kindle Edition,384,2017,2017,2017/08/15,2017/07/13,audiobook,audiobook (#64),read,,,,1,,,0,,,,,
33001355,"Before I Knew (The Cabots, #1)",Jamie Beck,"Beck, Jamie",,"=""""","=""""",4,3.88,Montlake Romance,Kindle Edition,354,2017,2017,2017/09/26,2017/09/22,,,read,,,,1,,,0,,,,,
18505796,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Dan   Harris,"Harris, Dan",,"=""0062265423""","=""9780062265425""",3,3.92,It Books,Hardcover,256,2014,2014,2017/09/20,2017/08/30,,,read,,,,1,,,0,,,,,
25239003,"Accidentally Hers (Sterling Canyon, #1)",Jamie Beck,"Beck, Jamie",,"=""1503947025""","=""9781503947023""",3,3.92,Montlake Romance,Paperback,286,2015,2015,2017/09/16,2017/09/16,,,read,,,,1,,,0,,,,,
273829,Midnight in the Garden of Good and Evil,John Berendt,"Berendt, John",Anthony Heald,"=""0739321501""","=""9780739321508""",3,3.92,Random House Audio,Audio CD,0,2005,1994,2017/09/13,2017/07/18,audiobook,audiobook (#67),read,,,,1,,,0,,,,,
6218281,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley,"Bradley, Alan",,"=""0385342306""","=""9780385342308""",3,3.81,Delacorte Press,Hardcover,374,2009,2009,2017/09/13,2017/08/30,audiobook,audiobook (#66),read,,,,1,,,0,,,,,
5196,Tara Road,Maeve Binchy,"Binchy, Maeve",,"=""0440235596""","=""9780440235590""",0,3.90,Dell,Paperback,648,2000,1998,,2017/08/30,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
30821598,My Not So Perfect Life,Sophie Kinsella,"Kinsella, Sophie",,"=""0593074793""","=""9780593074794""",3,3.79,Bantam Press,Paperback,448,2017,2017,2017/08/22,2017/08/22,,,read,,,,1,,,0,,,,,
15845622,The Righteous Mind: Why Good People are Divided by Politics and Religion,Jonathan Haidt,"Haidt, Jonathan",,"=""""","=""""",3,4.22,"Gildan Media, LLC",Audiobook,,2012,2012,2017/08/17,2017/08/14,audiobook,audiobook (#65),read,3.5 stars,,,1,,,0,,,,,
15818107,Orphan Train,Christina Baker Kline,"Kline, Christina Baker",,"=""0061950726""","=""9780061950728""",4,4.16,William Morrow Paperbacks,Paperback,278,2013,2013,2017/08/04,2017/08/04,,,read,,,,1,,,0,,,,,
23836853,"Everything, Everything",Nicola Yoon,"Yoon, Nicola","Bahni Turpin, Robbie Daymond","=""1101916389""","=""9781101916384""",3,4.08,Listening Library (Audio),Audiobook,,2015,2015,2017/08/04,2017/07/14,audiobook,audiobook (#63),read,,,,1,,,0,,,,,
35127681,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",Cathleen McCarron,"=""1524749699""","=""9781524749699""",4,4.31,Penguin Random House Audio Publishing Group,Audiobook,11,2017,2017,2017/07/18,2017/07/09,audiobook,audiobook (#62),read,,,,1,,,0,,,,,
18938929,"The Bollywood Bride (Bollywood, #2)",Sonali Dev,"Dev, Sonali",,"=""1617730157""","=""9781617730153""",3,3.56,Kensington,Paperback,352,2015,2015,2017/07/16,2015/03/09,,,read,,,,1,,,0,,,,,
25750546,"Act Like It (London Celebrities, #1)",Lucy  Parker,"Parker, Lucy",,"=""""","=""""",0,3.90,Carina Press,Kindle Edition,295,2015,2015,,2017/07/14,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
32766482,The Awkward Age,Francesca Segal,"Segal, Francesca",,"=""0399576452""","=""9780399576454""",0,3.31,Riverhead Books,Hardcover,368,2017,2017,,2017/07/10,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
26893819,The Girls,Emma Cline,"Cline, Emma",,"=""081299860X""","=""9780812998603""",3,3.48,Random House,Hardcover,355,2016,2016,2017/07/06,2017/07/05,,,read,,,,1,,,0,,,,,
23492673,Primates of Park Avenue,Wednesday Martin,"Martin, Wednesday",,"=""1476762627""","=""9781476762623""",3,3.09,Simon  Schuster,Hardcover,248,2015,2015,2017/07/04,2017/06/19,,,read,,,,1,,,0,,,,,
25331975,Furiously Happy: A Funny Book About Horrible Things,Jenny  Lawson,"Lawson, Jenny",,"=""1427264791""","=""9781427264794""",3,3.92,Macmillan Audio,Audiobook,9,2015,2015,2017/06/23,2017/06/16,audiobook,audiobook (#61),read,,,,1,,,0,,,,,
18693716,One Plus One,Jojo Moyes,"Moyes, Jojo",,"=""0525426582""","=""9780525426585""",3,3.95,Pamela Dorman Books,Hardcover,368,2014,2014,2017/06/14,2017/06/11,audiobook,audiobook (#60),read,,,,1,,,0,,,,,
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",4,4.22,Dial Press Trade Paperback,Paperback,448,2005,1982,2017/06/11,2017/06/04,,,read,,,,1,,,0,,,,,
836539,The Miraculous Journey of Edward Tulane,Kate DiCamillo,"DiCamillo, Kate",Judith Ivey,"=""0307245934""","=""9780307245939""",4,4.37,Listening Library (Audio),Audio CD,,2006,2006,2017/06/05,2017/06/05,audiobook,audiobook (#59),read,,,,1,,,0,,,,,
